data,hora_inicio,hora_termino,numero_os,numero_op,qtde_op,cod_parada,parada,cod_operador,cod_produto_maquina,servico_maquina,total_minutos
16/03/2023,09:48:00,10:08:00,0,0,0,3,TROCA DE O.S.,133,12,PARADA PARA REUNIÃO,20
16/03/2023,09:48:00,10:07:00,109950,19381,300,3,TROCA DE O.S.,120,6496,TESTE,19
16/03/2023,09:48:00,10:12:00,0,0,0,10,REUNIÃO,121,12,PARADA PARA REUNIÃO,24
16/03/2023,09:48:00,10:10:00,109129,19916,11,10,REUNIÃO,115,6030,MECÂNICA,22
16/03/2023,09:48:00,10:00:00,109089,19733,25,19,REGISTRO DO APONTAMENTO NO SISTEMA,155,6610,TESTEINSPEÇÃO DE PROCESSO / CONTROLE DE QUALIDADE,12
16/03/2023,09:48:00,09:49:00,109131,20148,10,3,TROCA DE O.S.,175,6035,PRODUÇÃO,1
16/03/2023,09:48:00,10:45:00,109124,19021,25,3,TROCA DE O.S.,106,7091,TESTE,57
16/03/2023,09:48:00,10:08:00,0,0,0,10,REUNIÃO,126,12,PARADA PARA REUNIÃO,20
16/03/2023,09:48:00,10:11:00,0,0,0,10,REUNIÃO,52,12,PARADA PARA REUNIÃO,23
16/03/2023,09:48:00,10:08:00,0,0,0,10,REUNIÃO,214,12,PARADA PARA REUNIÃO,20
16/03/2023,09:48:00,10:08:00,0,0,0,10,REUNIÃO,126,12,PARADA PARA REUNIÃO,20
16/03/2023,09:48:00,10:00:00,0,0,0,10,REUNIÃO,219,12,PARADA PARA REUNIÃO,12
16/03/2023,09:45:00,09:48:00,109102,19952,25,3,TROCA DE O.S.,189,5478,PRODUÇÃO,3
16/03/2023,09:45:00,09:48:00,109896,19820,20,3,TROCA DE O.S.,219,5957,PRODUÇÃO,3
16/03/2023,09:45:00,09:50:00,109185,19632,2,3,TROCA DE O.S.,212,6780,PRODUÇÃO,5
16/03/2023,09:45:00,10:34:00,109187,19602,120,3,TROCA DE O.S.,172,4669,TESTE,49
16/03/2023,09:45:00,09:50:00,109165,20038,15,3,TROCA DE O.S.,204,5769,PRODUÇÃO,5
16/03/2023,09:45:00,09:50:00,109128,19916,11,3,TROCA DE O.S.,198,6030,MECÂNICA,5
16/03/2023,09:45:00,09:50:00,109120,19921,11,6,PROCESSO ANTERIOR NÃO CONCLUÍDO,128,6793,ACABAMENTOS,5
16/03/2023,09:45:00,09:50:00,109123,19921,11,10,REUNIÃO,69,6793,ACABAMENTOS,5
16/03/2023,09:45:00,09:48:00,109152,19921,11,3,TROCA DE O.S.,210,6793,ACABAMENTOS,3
16/03/2023,09:45:00,09:50:00,109716,19048,30,6,PROCESSO ANTERIOR NÃO CONCLUÍDO,103,6243,PRE-PRODUCAO,5
16/03/2023,09:45:00,09:49:00,109540,19048,30,3,TROCA DE O.S.,195,6243,PRE-PRODUCAO,4
16/03/2023,09:45:00,09:50:00,109474,19048,30,3,TROCA DE O.S.,207,6243,PRE-PRODUCAO,5
16/03/2023,09:45:00,09:50:00,109361,19539,200,6,PROCESSO ANTERIOR NÃO CONCLUÍDO,209,6913,PRODUÇÃO,5
16/03/2023,09:45:00,09:48:00,0,0,0,10,REUNIÃO,218,15,TREINAMENTO,3
16/03/2023,09:45:00,09:50:00,109348,19539,200,6,PROCESSO ANTERIOR NÃO CONCLUÍDO,171,6913,PRODUÇÃO,5
16/03/2023,09:45:00,10:08:00,0,0,0,10,REUNIÃO,216,0,,23
16/03/2023,09:45:00,10:10:00,109271,19727,60,10,REUNIÃO,217,6735,PRODUÇÃO,25
16/03/2023,09:45:00,09:50:00,0,0,0,3,TROCA DE O.S.,141,1,RESINA,5
16/03/2023,09:45:00,09:48:00,109251,19727,60,3,TROCA DE O.S.,214,6735,PRODUÇÃO,3
16/03/2023,09:45:00,09:49:00,109247,19727,60,3,TROCA DE O.S.,213,6735,PRODUÇÃO,4
16/03/2023,09:45:00,09:49:00,109449,19635,60,3,TROCA DE O.S.,151,6258,MECÂNICA,4
16/03/2023,09:36:00,10:06:00,0,0,0,3,TROCA DE O.S.,220,5,MONITORAMENTO DE PROCESSO INTERNO,30
16/03/2023,09:20:00,09:30:00,109085,19044,48,19,REGISTRO DO APONTAMENTO NO SISTEMA,161,5714,TESTE,10
16/03/2023,09:00:00,09:10:00,109078,18932,20,19,REGISTRO DO APONTAMENTO NO SISTEMA,172,6276,TESTE,10
16/03/2023,08:58:00,09:15:00,0,0,0,19,REGISTRO DO APONTAMENTO NO SISTEMA,159,14,ORGANIZACAO E LIMPEZA,17
16/03/2023,08:50:00,09:04:00,109131,20148,10,14,RESOL. DE PROBLEMAS EM O.P. - DEFEITO INTERNO,175,6035,PRODUÇÃO,14
16/03/2023,08:43:00,08:54:00,109127,19727,60,17,AGUARDANDO PROCESSO DE INSPEÇÃO DA QUALIDADE,215,6735,PRODUÇÃO,11
16/03/2023,08:30:00,08:45:00,0,0,0,3,TROCA DE O.S.,93,2,EMBALAGEM,15
16/03/2023,08:30:00,08:52:00,0,0,0,10,REUNIÃO,171,20,REUNIÃO DE FEEDBACK/ ALINHAMENTOS,22
16/03/2023,08:25:00,08:55:00,109151,20179,28,3,TROCA DE O.S.,121,4670,PRODUÇÃO,30
16/03/2023,08:25:00,08:30:00,109068,18991,150,19,REGISTRO DO APONTAMENTO NO SISTEMA,171,5461,PRE-PRODUCAO,5
16/03/2023,08:23:00,08:30:00,109120,19921,11,21,CONFERÊNCIA DE MATÉRIA PRIMA NA O.P.,128,6793,ACABAMENTOS,7
16/03/2023,08:20:00,08:22:00,109066,20110,2,19,REGISTRO DO APONTAMENTO NO SISTEMA,198,7241,MECÂNICA,2
16/03/2023,08:20:00,09:25:00,17366,4829,20,3,TROCA DE O.S.,197,7034,SEPARACAO,65
16/03/2023,08:18:00,08:56:00,109153,19824,6,15,PROCESSO PRODUÇÃO ESPECÍFICO - NÃO CALCULA PRODUTI,210,6242,PRODUÇÃO,38
16/03/2023,08:16:00,08:21:00,0,0,0,3,TROCA DE O.S.,202,5,MONITORAMENTO DE PROCESSO INTERNO,5
16/03/2023,08:00:00,08:43:00,109127,19727,60,3,TROCA DE O.S.,215,6735,PRODUÇÃO,43
16/03/2023,08:00:00,08:30:00,109140,19575,100,3,TROCA DE O.S.,133,5714,PRE-PRODUCAO,30
16/03/2023,08:00:00,08:40:00,109138,19593,89,3,TROCA DE O.S.,214,6735,PRODUÇÃO,40
16/03/2023,08:00:00,08:50:00,109131,20148,10,3,TROCA DE O.S.,175,6035,PRODUÇÃO,50
16/03/2023,08:00:00,09:30:00,109098,20079,10,3,TROCA DE O.S.,57,6066,MECÂNICA,90
16/03/2023,08:00:00,09:13:00,109084,19824,6,15,PROCESSO PRODUÇÃO ESPECÍFICO - NÃO CALCULA PRODUTI,52,6242,PRODUÇÃO,73
16/03/2023,08:00:00,08:25:00,109077,19955,35,3,TROCA DE O.S.,115,4572,PRODUÇÃO,25
16/03/2023,08:00:00,08:12:00,109061,20147,10,19,REGISTRO DO APONTAMENTO NO SISTEMA,128,6034,PRODUÇÃO,12
16/03/2023,08:00:00,08:15:00,109005,19744,12,14,RESOL. DE PROBLEMAS EM O.P. - DEFEITO INTERNO,159,6243,TESTE,15
16/03/2023,08:00:00,08:30:00,0,0,0,14,RESOL. DE PROBLEMAS EM O.P. - DEFEITO INTERNO,106,11,REGISTROS DE RNC DE O.P. ENCERRADA,30
17/03/2023,16:55:00,17:00:00,109451,19645,10,19,REGISTRO DO APONTAMENTO NO SISTEMA,73,4093,PRODUÇÃO,5
17/03/2023,16:44:00,17:00:00,109426,20211,60,14,RESOL. DE PROBLEMAS EM O.P. - DEFEITO INTERNO,121,6975,PRODUÇÃO,16
17/03/2023,16:40:00,16:55:00,109477,19301,20,14,RESOL. DE PROBLEMAS EM O.P. - DEFEITO INTERNO,106,6792,TESTE,15
17/03/2023,16:37:00,16:42:00,109625,19918,11,21,CONFERÊNCIA DE MATÉRIA PRIMA NA O.P.,204,7272,PRODUÇÃO,5
17/03/2023,16:30:00,16:48:00,109612,20211,60,14,RESOL. DE PROBLEMAS EM O.P. - DEFEITO INTERNO,126,6975,PRODUÇÃO,18
17/03/2023,16:30:00,16:37:00,0,0,0,19,REGISTRO DO APONTAMENTO NO SISTEMA,204,25,APONTAMENTO NO GESTOR DE SERVIÇO AVULSO,7
17/03/2023,16:10:00,16:20:00,109512,20246,20,14,RESOL. DE PROBLEMAS EM O.P. - DEFEITO INTERNO,215,6991,PRODUÇÃO,10
17/03/2023,16:09:00,16:28:00,109580,20110,2,21,CONFERÊNCIA DE MATÉRIA PRIMA NA O.P.,52,7241,PRE-PRODUCAO,19
17/03/2023,16:05:00,16:44:00,109426,20211,60,3,TROCA DE O.S.,121,6975,PRODUÇÃO,39
17/03/2023,16:03:00,16:40:00,109477,19301,20,3,TROCA DE O.S.,106,6792,TESTE,37
17/03/2023,16:03:00,16:10:00,109659,20064,10,14,RESOL. DE PROBLEMAS EM O.P. - DEFEITO INTERNO,183,6060,TESTE,7
17/03/2023,16:03:00,16:30:00,109844,19531,50,3,TROCA DE O.S.,163,5714,PRE-TESTE,27
17/03/2023,16:03:00,17:00:00,109535,20067,10,14,RESOL. DE PROBLEMAS EM O.P. - DEFEITO INTERNO,122,7377,PRE-PRODUCAO,57
17/03/2023,16:03:00,16:05:00,0,0,0,6,PROCESSO ANTERIOR NÃO CONCLUÍDO,121,3,TEMPO OCIOSO (SEM ATIVIDADE),2
17/03/2023,16:03:00,17:00:00,109480,20078,20,3,TROCA DE O.S.,155,6067,PRE-TESTE,57
17/03/2023,16:03:00,16:08:00,109431,19404,15,19,REGISTRO DO APONTAMENTO NO SISTEMA,52,5920,PRE-PRODUCAO,5
17/03/2023,16:00:00,16:40:00,109502,19824,6,3,TROCA DE O.S.,213,6242,PRODUÇÃO,40
17/03/2023,16:00:00,16:10:00,109512,20246,20,3,TROCA DE O.S.,215,6991,PRODUÇÃO,10
17/03/2023,16:00:00,17:00:00,109503,20079,10,14,RESOL. DE PROBLEMAS EM O.P. - DEFEITO INTERNO,212,6066,PRE-PRODUCAO,60
17/03/2023,15:30:00,15:36:00,109431,19404,15,6,PROCESSO ANTERIOR NÃO CONCLUÍDO,52,5920,PRE-PRODUCAO,6
17/03/2023,15:30:00,15:36:00,109431,19404,15,14,RESOL. DE PROBLEMAS EM O.P. - DEFEITO INTERNO,52,5920,PRE-PRODUCAO,6
17/03/2023,15:23:00,15:45:00,0,0,0,6,PROCESSO ANTERIOR NÃO CONCLUÍDO,121,3,TEMPO OCIOSO (SEM ATIVIDADE),22
17/03/2023,14:55:00,15:00:00,109399,19603,100,14,RESOL. DE PROBLEMAS EM O.P. - DEFEITO INTERNO,155,5477,FINALIZAÇÃO DE PRODUTO,5
17/03/2023,14:45:00,15:05:00,109408,19592,47,14,RESOL. DE PROBLEMAS EM O.P. - DEFEITO INTERNO,159,4506,TESTE,20
17/03/2023,14:40:00,14:55:00,0,0,0,3,TROCA DE O.S.,93,2,EMBALAGEM,15
17/03/2023,14:30:00,14:42:00,109560,19918,11,21,CONFERÊNCIA DE MATÉRIA PRIMA NA O.P.,69,7272,PRODUÇÃO,12
17/03/2023,14:30:00,15:00:00,109545,20083,10,3,TROCA DE O.S.,133,6036,PRE-PRODUCAO,30
17/03/2023,14:30:00,15:23:00,109426,20211,60,6,PROCESSO ANTERIOR NÃO CONCLUÍDO,121,6975,PRODUÇÃO,53
17/03/2023,14:25:00,14:45:00,109476,19918,11,21,CONFERÊNCIA DE MATÉRIA PRIMA NA O.P.,128,7272,PRODUÇÃO,20
17/03/2023,14:25:00,14:55:00,109398,19603,100,14,RESOL. DE PROBLEMAS EM O.P. - DEFEITO INTERNO,155,5477,TESTE,30
17/03/2023,14:13:00,14:45:00,109408,19592,47,6,PROCESSO ANTERIOR NÃO CONCLUÍDO,159,4506,TESTE,32
17/03/2023,14:10:00,14:30:00,109521,20079,10,14,RESOL. DE PROBLEMAS EM O.P. - DEFEITO INTERNO,133,6066,PRE-PRODUCAO,20
17/03/2023,14:01:00,14:35:00,109503,20079,10,1,NÃO CONFORMIDADE,212,6066,PRE-PRODUCAO,34
17/03/2023,13:57:00,14:15:00,0,0,0,3,TROCA DE O.S.,217,15,TREINAMENTO,18
17/03/2023,13:57:00,15:30:00,109451,19645,10,3,TROCA DE O.S.,73,4093,PRODUÇÃO,93
17/03/2023,13:55:00,14:06:00,0,0,0,19,REGISTRO DO APONTAMENTO NO SISTEMA,128,25,APONTAMENTO NO GESTOR DE SERVIÇO AVULSO,11
17/03/2023,13:50:00,13:57:00,109367,20079,10,19,REGISTRO DO APONTAMENTO NO SISTEMA,73,6066,PRE-PRODUCAO,7
17/03/2023,13:45:00,15:45:00,109535,20067,10,6,PROCESSO ANTERIOR NÃO CONCLUÍDO,122,7377,PRE-PRODUCAO,120
17/03/2023,13:43:00,15:43:00,109910,20187,150,6,PROCESSO ANTERIOR NÃO CONCLUÍDO,209,5960,PRODUÇÃO,120
17/03/2023,13:40:00,13:43:00,109361,19539,200,19,REGISTRO DO APONTAMENTO NO SISTEMA,209,6913,PRODUÇÃO,3
17/03/2023,13:31:00,15:45:00,109659,20064,10,14,RESOL. DE PROBLEMAS EM O.P. - DEFEITO INTERNO,183,6060,TESTE,134
17/03/2023,13:30:00,13:35:00,109390,19603,100,3,TROCA DE O.S.,155,5477,TESTE,5
17/03/2023,13:20:00,14:37:00,109620,19597,25,3,TROCA DE O.S.,179,5773,PRODUÇÃO,77
17/03/2023,13:20:00,14:37:00,109524,20067,10,6,PROCESSO ANTERIOR NÃO CONCLUÍDO,147,7377,PRE-PRODUCAO,77
17/03/2023,13:17:00,15:00:00,109531,19597,25,6,PROCESSO ANTERIOR NÃO CONCLUÍDO,171,5773,PRODUÇÃO,103
17/03/2023,13:15:00,13:20:00,109383,19800,60,19,REGISTRO DO APONTAMENTO NO SISTEMA,161,5461,PRE-TESTE,5
17/03/2023,13:14:00,13:17:00,109349,20078,20,19,REGISTRO DO APONTAMENTO NO SISTEMA,179,6067,PRE-PRODUCAO,3
17/03/2023,13:12:00,14:00:00,109426,20211,60,3,TROCA DE O.S.,121,6975,PRODUÇÃO,48
17/03/2023,13:10:00,13:17:00,109531,19597,25,19,REGISTRO DO APONTAMENTO NO SISTEMA,171,5773,PRODUÇÃO,7
17/03/2023,13:00:00,14:15:00,109477,19301,20,3,TROCA DE O.S.,106,6792,TESTE,75
17/03/2023,13:00:00,13:45:00,109762,19963,60,6,PROCESSO ANTERIOR NÃO CONCLUÍDO,122,6043,PRE-PRODUCAO,45
17/03/2023,13:00:00,13:31:00,109659,20064,10,3,TROCA DE O.S.,183,6060,TESTE,31
17/03/2023,13:00:00,15:12:00,109552,20083,10,3,TROCA DE O.S.,60,6036,PRE-PRODUCAO,132
17/03/2023,13:00:00,14:10:00,109545,20083,10,3,TROCA DE O.S.,133,6036,PRE-PRODUCAO,70
17/03/2023,13:00:00,14:30:00,109459,19924,11,3,TROCA DE O.S.,72,6036,MECÂNICA,90
17/03/2023,13:00:00,13:23:00,109442,19404,15,3,TROCA DE O.S.,204,5920,PRE-PRODUCAO,23
17/03/2023,13:00:00,13:15:00,109390,19603,100,3,TROCA DE O.S.,155,5477,TESTE,15
17/03/2023,13:00:00,15:45:00,109435,19709,10,14,RESOL. DE PROBLEMAS EM O.P. - DEFEITO INTERNO,156,7034,PRE-TESTE,165
17/03/2023,13:00:00,13:50:00,109367,20079,10,3,TROCA DE O.S.,73,6066,PRE-PRODUCAO,50
17/03/2023,13:00:00,13:55:00,109373,19592,47,5,FALTA DE MATÉRIA PRIMA,128,4506,PRODUÇÃO,55
17/03/2023,13:00:00,13:15:00,109370,19645,10,14,RESOL. DE PROBLEMAS EM O.P. - DEFEITO INTERNO,159,4093,PRE-TESTE,15
17/03/2023,13:00:00,13:24:00,109503,20079,10,3,TROCA DE O.S.,212,6066,PRE-PRODUCAO,24
17/03/2023,11:56:00,11:58:00,109345,20022,10,19,REGISTRO DO APONTAMENTO NO SISTEMA,198,7034,MECÂNICA,2
17/03/2023,11:50:00,12:00:00,109367,20079,10,2,NECESSIDADES OU ASSUNTOS PESSOAIS,73,6066,PRE-PRODUCAO,10
17/03/2023,11:37:00,11:39:00,109333,20246,20,19,REGISTRO DO APONTAMENTO NO SISTEMA,122,6991,PRODUÇÃO,2
17/03/2023,11:28:00,11:30:00,109334,20078,20,19,REGISTRO DO APONTAMENTO NO SISTEMA,121,6067,PRE-PRODUCAO,2
17/03/2023,11:15:00,11:31:00,0,0,0,19,REGISTRO DO APONTAMENTO NO SISTEMA,128,25,APONTAMENTO NO GESTOR DE SERVIÇO AVULSO,16
17/03/2023,11:15:00,11:50:00,109367,20079,10,3,TROCA DE O.S.,73,6066,PRE-PRODUCAO,35
17/03/2023,11:10:00,12:00:00,109383,19800,60,14,RESOL. DE PROBLEMAS EM O.P. - DEFEITO INTERNO,161,5461,PRE-TESTE,50
17/03/2023,11:00:00,11:25:00,0,0,0,3,TROCA DE O.S.,217,15,TREINAMENTO,25
17/03/2023,11:00:00,11:15:00,109367,20079,10,14,RESOL. DE PROBLEMAS EM O.P. - DEFEITO INTERNO,73,6066,PRE-PRODUCAO,15
17/03/2023,10:50:00,11:10:00,109383,19800,60,14,RESOL. DE PROBLEMAS EM O.P. - DEFEITO INTERNO,161,5461,PRE-TESTE,20
17/03/2023,10:35:00,10:40:00,109319,19631,2,19,REGISTRO DO APONTAMENTO NO SISTEMA,155,6782,TESTE,5
17/03/2023,10:30:00,11:00:00,7982,1950,10,14,RESOL. DE PROBLEMAS EM O.P. - DEFEITO INTERNO,106,5946,TESTE,30
17/03/2023,10:24:00,11:00:00,0,0,0,10,REUNIÃO,217,15,TREINAMENTO,36
17/03/2023,10:24:00,11:00:00,0,0,0,10,REUNIÃO,214,12,PARADA PARA REUNIÃO,36
17/03/2023,10:20:00,10:40:00,109762,19963,60,6,PROCESSO ANTERIOR NÃO CONCLUÍDO,122,6043,PRE-PRODUCAO,20
17/03/2023,10:20:00,10:30:00,109316,20186,50,19,REGISTRO DO APONTAMENTO NO SISTEMA,155,5960,TESTE,10
17/03/2023,10:13:00,11:00:00,109428,19494,20,3,TROCA DE O.S.,202,4105,SEPARACAO,47
17/03/2023,10:10:00,10:20:00,109762,19963,60,21,CONFERÊNCIA DE MATÉRIA PRIMA NA O.P.,122,6043,PRE-PRODUCAO,10
17/03/2023,10:10:00,10:50:00,109383,19800,60,14,RESOL. DE PROBLEMAS EM O.P. - DEFEITO INTERNO,161,5461,PRE-TESTE,40
17/03/2023,10:10:00,11:00:00,109367,20079,10,3,TROCA DE O.S.,73,6066,PRE-PRODUCAO,50
17/03/2023,10:10:00,10:20:00,109316,20186,50,14,RESOL. DE PROBLEMAS EM O.P. - DEFEITO INTERNO,155,5960,TESTE,10
17/03/2023,10:00:00,10:25:00,0,0,0,3,TROCA DE O.S.,93,6,SERVIÇOS PARA OUTROS SETORES,25
17/03/2023,09:58:00,10:14:00,109304,19653,5,19,REGISTRO DO APONTAMENTO NO SISTEMA,52,6828,PRODUÇÃO,16
17/03/2023,09:56:00,10:28:00,0,0,0,10,REUNIÃO,215,12,PARADA PARA REUNIÃO,32
17/03/2023,09:53:00,10:26:00,109413,19932,60,3,TROCA DE O.S.,76,5957,SEPARACAO,33
17/03/2023,09:50:00,10:09:00,0,0,0,3,TROCA DE O.S.,204,3,TEMPO OCIOSO (SEM ATIVIDADE),19
17/03/2023,09:48:00,11:00:00,109950,19381,300,3,TROCA DE O.S.,120,6496,TESTE,72
17/03/2023,09:48:00,12:00:00,109521,20079,10,3,TROCA DE O.S.,133,6066,PRE-PRODUCAO,132
17/03/2023,09:48:00,09:53:00,109312,19645,10,19,REGISTRO DO APONTAMENTO NO SISTEMA,73,4093,PRODUÇÃO,5
17/03/2023,09:48:00,10:10:00,109316,20186,50,3,TROCA DE O.S.,155,5960,TESTE,22
17/03/2023,09:48:00,10:00:00,109317,19800,60,14,RESOL. DE PROBLEMAS EM O.P. - DEFEITO INTERNO,161,5461,PRE-TESTE,12
17/03/2023,09:48:00,10:05:00,109309,19934,10,14,RESOL. DE PROBLEMAS EM O.P. - DEFEITO INTERNO,183,6096,PRE-TESTE,17
17/03/2023,09:47:00,10:01:00,0,0,0,3,TROCA DE O.S.,202,5,MONITORAMENTO DE PROCESSO INTERNO,14
17/03/2023,09:47:00,10:06:00,0,0,0,10,REUNIÃO,218,15,TREINAMENTO,19
17/03/2023,09:45:00,11:40:00,109896,19820,20,3,TROCA DE O.S.,219,5957,PRODUÇÃO,115
17/03/2023,09:45:00,10:00:00,109462,19371,150,3,TROCA DE O.S.,200,6497,FINALIZAÇÃO DE PRODUTOEMBALAGEM,15
17/03/2023,09:45:00,10:24:00,0,0,0,10,REUNIÃO,217,15,TREINAMENTO,39
17/03/2023,09:45:00,09:56:00,0,0,0,3,TROCA DE O.S.,215,15,TREINAMENTO,11
17/03/2023,09:45:00,10:24:00,0,0,0,3,TROCA DE O.S.,214,15,TREINAMENTO,39
17/03/2023,09:45:00,10:05:00,109329,20116,5,17,AGUARDANDO PROCESSO DE INSPEÇÃO DA QUALIDADE,128,6673,PRE-PRODUCAO,20
17/03/2023,09:45:00,09:50:00,0,0,0,19,REGISTRO DO APONTAMENTO NO SISTEMA,204,25,APONTAMENTO NO GESTOR DE SERVIÇO AVULSO,5
17/03/2023,09:20:00,09:24:00,109290,20277,50,19,REGISTRO DO APONTAMENTO NO SISTEMA,172,5773,TESTE,4
17/03/2023,09:20:00,09:30:00,0,0,0,19,REGISTRO DO APONTAMENTO NO SISTEMA,199,2,EMBALAGEM,10
17/03/2023,09:10:00,09:15:00,109329,20116,5,21,CONFERÊNCIA DE MATÉRIA PRIMA NA O.P.,128,6673,PRE-PRODUCAO,5
17/03/2023,09:03:00,09:18:00,109290,20277,50,14,RESOL. DE PROBLEMAS EM O.P. - DEFEITO INTERNO,172,5773,TESTE,15
17/03/2023,09:02:00,09:17:00,0,0,0,10,REUNIÃO,219,12,PARADA PARA REUNIÃO,15
17/03/2023,09:00:00,09:30:00,109317,19800,60,14,RESOL. DE PROBLEMAS EM O.P. - DEFEITO INTERNO,161,5461,PRE-TESTE,30
17/03/2023,08:55:00,09:10:00,0,0,0,2,NECESSIDADES OU ASSUNTOS PESSOAIS,93,2,EMBALAGEM,15
17/03/2023,08:53:00,08:56:00,109282,20211,60,19,REGISTRO DO APONTAMENTO NO SISTEMA,198,6975,MECÂNICA,3
17/03/2023,08:50:00,08:52:00,109401,19781,100,3,TROCA DE O.S.,150,7438,SEPARACAO,2
17/03/2023,08:46:00,08:49:00,109407,19786,100,3,TROCA DE O.S.,150,5478,SEPARACAO,3
17/03/2023,08:45:00,09:30:00,109309,19934,10,14,RESOL. DE PROBLEMAS EM O.P. - DEFEITO INTERNO,183,6096,PRE-TESTE,45
17/03/2023,08:43:00,08:45:00,109403,19783,100,3,TROCA DE O.S.,150,7442,SEPARACAO,2
17/03/2023,08:40:00,09:00:00,109317,19800,60,14,RESOL. DE PROBLEMAS EM O.P. - DEFEITO INTERNO,161,5461,PRE-TESTE,20
17/03/2023,08:40:00,08:45:00,109280,20083,10,19,REGISTRO DO APONTAMENTO NO SISTEMA,57,6036,MECÂNICA,5
17/03/2023,08:35:00,08:55:00,0,0,0,3,TROCA DE O.S.,93,2,EMBALAGEM,20
17/03/2023,08:34:00,08:42:00,109406,19785,100,3,TROCA DE O.S.,150,4669,SEPARACAO,8
17/03/2023,08:31:00,08:33:00,109402,19782,100,3,TROCA DE O.S.,150,7441,SEPARACAO,2
17/03/2023,08:28:00,08:30:00,109404,19784,100,3,TROCA DE O.S.,150,7172,SEPARACAO,2
17/03/2023,08:20:00,08:40:00,109317,19800,60,14,RESOL. DE PROBLEMAS EM O.P. - DEFEITO INTERNO,161,5461,PRE-TESTE,20
17/03/2023,08:20:00,08:24:00,109274,19958,12,19,REGISTRO DO APONTAMENTO NO SISTEMA,179,5771,PRE-PRODUCAO,4
17/03/2023,08:17:00,08:23:00,0,0,0,19,REGISTRO DO APONTAMENTO NO SISTEMA,212,25,APONTAMENTO NO GESTOR DE SERVIÇO AVULSO,6
17/03/2023,08:15:00,08:27:00,0,0,0,3,TROCA DE O.S.,76,5,MONITORAMENTO DE PROCESSO INTERNO,12
17/03/2023,08:14:00,09:10:00,17368,4853,10,3,TROCA DE O.S.,210,3348,PRODUÇÃO,56
17/03/2023,08:10:00,08:20:00,109350,20078,20,21,CONFERÊNCIA DE MATÉRIA PRIMA NA O.P.,147,6067,PRE-PRODUCAO,10
17/03/2023,08:08:00,08:15:00,17369,4853,10,21,CONFERÊNCIA DE MATÉRIA PRIMA NA O.P.,204,3348,PRODUÇÃO,7
17/03/2023,08:05:00,08:14:00,17373,4833,16,3,TROCA DE O.S.,76,4929,SEPARACAO,9
17/03/2023,08:04:00,09:00:00,109267,20184,6,15,PROCESSO PRODUÇÃO ESPECÍFICO - NÃO CALCULA PRODUTI,128,5697,PRODUÇÃO,56
17/03/2023,08:01:00,08:24:00,109372,20184,6,6,PROCESSO ANTERIOR NÃO CONCLUÍDO,69,5697,PRODUÇÃO,23
17/03/2023,08:00:00,09:02:00,109896,19820,20,3,TROCA DE O.S.,219,5957,PRODUÇÃO,62
17/03/2023,08:00:00,08:55:00,109521,20079,10,3,TROCA DE O.S.,133,6066,PRE-PRODUCAO,55
17/03/2023,08:00:00,08:30:00,0,0,0,14,RESOL. DE PROBLEMAS EM O.P. - DEFEITO INTERNO,106,11,REGISTROS DE RNC DE O.P. ENCERRADA,30
17/03/2023,08:00:00,08:45:00,109309,19934,10,3,TROCA DE O.S.,183,6096,PRE-TESTE,45
17/03/2023,08:00:00,08:20:00,109317,19800,60,14,RESOL. DE PROBLEMAS EM O.P. - DEFEITO INTERNO,161,5461,PRE-TESTE,20
17/03/2023,08:00:00,08:40:00,0,0,0,3,TROCA DE O.S.,217,15,TREINAMENTO,40
17/03/2023,08:00:00,08:04:00,109267,20184,6,19,REGISTRO DO APONTAMENTO NO SISTEMA,128,5697,PRODUÇÃO,4
17/03/2023,08:00:00,09:03:00,109290,20277,50,3,TROCA DE O.S.,172,5773,TESTE,63
17/03/2023,08:00:00,09:00:00,109308,19981,25,15,PROCESSO PRODUÇÃO ESPECÍFICO - NÃO CALCULA PRODUTI,122,6459,PRODUÇÃO,60
17/03/2023,08:00:00,08:08:00,0,0,0,19,REGISTRO DO APONTAMENTO NO SISTEMA,204,25,APONTAMENTO NO GESTOR DE SERVIÇO AVULSO,8
17/03/2023,08:00:00,08:02:00,109270,20064,10,19,REGISTRO DO APONTAMENTO NO SISTEMA,121,6060,PRODUÇÃO,2
17/03/2023,08:00:00,08:56:00,109449,19635,60,3,TROCA DE O.S.,151,6258,MECÂNICA,56
17/03/2023,06:40:00,07:30:00,109316,20186,50,14,RESOL. DE PROBLEMAS EM O.P. - DEFEITO INTERNO,155,5960,TESTE,50
17/03/2023,06:30:00,06:40:00,109262,19713,5,19,REGISTRO DO APONTAMENTO NO SISTEMA,155,5912,CONFIGURACAO,10
17/03/2023,06:20:00,06:40:00,109263,19598,25,14,RESOL. DE PROBLEMAS EM O.P. - DEFEITO INTERNO,183,5707,TESTE,20
17/03/2023,06:03:00,06:10:00,109259,19505,20,19,REGISTRO DO APONTAMENTO NO SISTEMA,155,3771,PRE-TESTE,7
17/03/2023,05:53:00,06:20:00,109263,19598,25,3,TROCA DE O.S.,183,5707,TESTE,27
17/03/2023,05:53:00,06:03:00,109259,19505,20,14,RESOL. DE PROBLEMAS EM O.P. - DEFEITO INTERNO,155,3771,PRE-TESTE,10
17/03/2023,05:45:00,06:00:00,109950,19381,300,3,TROCA DE O.S.,120,6496,TESTE,15
17/03/2023,05:45:00,07:45:00,109317,19800,60,3,TROCA DE O.S.,161,5461,PRE-TESTE,120
